fips,above_average_vax_rate
26071,Voted Republican and Above Average Vaccination Rate
26073,Voted Republican and Below Average Vaccination Rate
26075,Voted Republican and Above Average Vaccination Rate
26077,Voted Democrat and Above Average Vaccination Rate
26079,Voted Republican and Below Average Vaccination Rate
26081,Voted Democrat and Above Average Vaccination Rate
26083,Voted Republican and Above Average Vaccination Rate
26085,Voted Republican and Above Average Vaccination Rate
26087,Voted Republican and Below Average Vaccination Rate
26089,Voted Democrat and Above Average Vaccination Rate
26091,Voted Republican and Above Average Vaccination Rate
26093,Voted Republican and Above Average Vaccination Rate
26095,Voted Republican and Below Average Vaccination Rate
26097,Voted Republican and Above Average Vaccination Rate
26099,Voted Republican and Above Average Vaccination Rate
26101,Voted Republican and Above Average Vaccination Rate
26103,Voted Democrat and Above Average Vaccination Rate
26105,Voted Republican and Above Average Vaccination Rate
26107,Voted Republican and Below Average Vaccination Rate
26109,Voted Republican and Above Average Vaccination Rate
26111,Voted Republican and Above Average Vaccination Rate
26113,Voted Republican and Below Average Vaccination Rate
26115,Voted Republican and Above Average Vaccination Rate
26117,Voted Republican and Below Average Vaccination Rate
26119,Voted Republican and Above Average Vaccination Rate
26121,Voted Democrat and Above Average Vaccination Rate
26123,Voted Republican and Below Average Vaccination Rate
26125,Voted Democrat and Above Average Vaccination Rate
26127,Voted Republican and Above Average Vaccination Rate
26129,Voted Republican and Below Average Vaccination Rate
26131,Voted Republican and Above Average Vaccination Rate
26133,Voted Republican and Below Average Vaccination Rate
26135,Voted Republican and Below Average Vaccination Rate
26137,Voted Republican and Above Average Vaccination Rate
26139,Voted Republican and Above Average Vaccination Rate
26141,Voted Republican and Above Average Vaccination Rate
26143,Voted Republican and Above Average Vaccination Rate
26145,Voted Democrat and Above Average Vaccination Rate
26147,Voted Republican and Below Average Vaccination Rate
26149,Voted Republican and Below Average Vaccination Rate
26151,Voted Republican and Below Average Vaccination Rate
26153,Voted Republican and Above Average Vaccination Rate
26155,Voted Republican and Below Average Vaccination Rate
26157,Voted Republican and Below Average Vaccination Rate
26159,Voted Republican and Above Average Vaccination Rate
26161,Voted Democrat and Above Average Vaccination Rate
26163,Voted Democrat and Above Average Vaccination Rate
26165,Voted Republican and Above Average Vaccination Rate
27001,Voted Republican and Above Average Vaccination Rate
27003,Voted Republican and Above Average Vaccination Rate
27005,Voted Republican and Above Average Vaccination Rate
27007,Voted Republican and Above Average Vaccination Rate
27009,Voted Republican and Below Average Vaccination Rate
27011,Voted Republican and Above Average Vaccination Rate
27013,Voted Democrat and Above Average Vaccination Rate
27015,Voted Republican and Above Average Vaccination Rate
27017,Voted Democrat and Above Average Vaccination Rate
27019,Voted Republican and Above Average Vaccination Rate
27021,Voted Republican and Above Average Vaccination Rate
27023,Voted Republican and Above Average Vaccination Rate
27025,Voted Republican and Above Average Vaccination Rate
27027,Voted Democrat and Below Average Vaccination Rate
27029,Voted Republican and Below Average Vaccination Rate
27031,Voted Democrat and Above Average Vaccination Rate
27033,Voted Republican and Above Average Vaccination Rate
27035,Voted Republican and Above Average Vaccination Rate
27037,Voted Democrat and Above Average Vaccination Rate
27039,Voted Republican and Above Average Vaccination Rate
27041,Voted Republican and Above Average Vaccination Rate
27043,Voted Republican and Above Average Vaccination Rate
27045,Voted Republican and Above Average Vaccination Rate
27047,Voted Republican and Above Average Vaccination Rate
27049,Voted Republican and Above Average Vaccination Rate
27051,Voted Republican and Above Average Vaccination Rate
27053,Voted Democrat and Above Average Vaccination Rate
27055,Voted Republican and Below Average Vaccination Rate
27057,Voted Republican and Below Average Vaccination Rate
27059,Voted Republican and Below Average Vaccination Rate
27061,Voted Republican and Above Average Vaccination Rate
27063,Voted Republican and Below Average Vaccination Rate
27065,Voted Republican and Below Average Vaccination Rate
27067,Voted Republican and Above Average Vaccination Rate
27069,Voted Republican and Above Average Vaccination Rate
27071,Voted Republican and Above Average Vaccination Rate
27073,Voted Republican and Above Average Vaccination Rate
27075,Voted Democrat and Above Average Vaccination Rate
27077,Voted Republican and Above Average Vaccination Rate
27079,Voted Republican and Below Average Vaccination Rate
27081,Voted Republican and Below Average Vaccination Rate
27083,Voted Republican and Above Average Vaccination Rate
27085,Voted Republican and Above Average Vaccination Rate
27087,Voted Republican and Above Average Vaccination Rate
27089,Voted Republican and Below Average Vaccination Rate
27091,Voted Republican and Above Average Vaccination Rate
27093,Voted Republican and Below Average Vaccination Rate
27095,Voted Republican and Above Average Vaccination Rate
27097,Voted Republican and Below Average Vaccination Rate
27099,Voted Republican and Above Average Vaccination Rate
27101,Voted Republican and Above Average Vaccination Rate
27103,Voted Democrat and Above Average Vaccination Rate
27105,Voted Republican and Above Average Vaccination Rate
27107,Voted Republican and Above Average Vaccination Rate
27109,Voted Democrat and Above Average Vaccination Rate
27111,Voted Republican and Below Average Vaccination Rate
27115,Voted Republican and Below Average Vaccination Rate
27117,Voted Republican and Above Average Vaccination Rate
27119,Voted Republican and Below Average Vaccination Rate
27121,Voted Republican and Above Average Vaccination Rate
27123,Voted Democrat and Above Average Vaccination Rate
27125,Voted Republican and Above Average Vaccination Rate
27127,Voted Republican and Above Average Vaccination Rate
27129,Voted Republican and Above Average Vaccination Rate
27131,Voted Republican and Above Average Vaccination Rate
27133,Voted Republican and Above Average Vaccination Rate
27135,Voted Republican and Above Average Vaccination Rate
27137,Voted Democrat and Above Average Vaccination Rate
27139,Voted Republican and Above Average Vaccination Rate
27141,Voted Republican and Below Average Vaccination Rate
27143,Voted Republican and Below Average Vaccination Rate
27145,Voted Republican and Above Average Vaccination Rate
27147,Voted Republican and Above Average Vaccination Rate
27149,Voted Republican and Above Average Vaccination Rate
27151,Voted Republican and Above Average Vaccination Rate
27153,Voted Republican and Below Average Vaccination Rate
27155,Voted Republican and Above Average Vaccination Rate
27157,Voted Republican and Above Average Vaccination Rate
27159,Voted Republican and Above Average Vaccination Rate
27163,Voted Democrat and Above Average Vaccination Rate
27165,Voted Republican and Above Average Vaccination Rate
27167,Voted Republican and Below Average Vaccination Rate
27169,Voted Democrat and Above Average Vaccination Rate
27171,Voted Republican and Above Average Vaccination Rate
27173,Voted Republican and Above Average Vaccination Rate
28001,Voted Democrat and Above Average Vaccination Rate
28003,Voted Republican and Below Average Vaccination Rate
28005,Voted Republican and Below Average Vaccination Rate
28007,Voted Republican and Above Average Vaccination Rate
28009,Voted Republican and Above Average Vaccination Rate
28011,Voted Democrat and Above Average Vaccination Rate
28013,Voted Republican and Below Average Vaccination Rate
28015,Voted Republican and Below Average Vaccination Rate
28017,Voted Republican and Above Average Vaccination Rate
28019,Voted Republican and Below Average Vaccination Rate
28021,Voted Democrat and Above Average Vaccination Rate
28023,Voted Republican and Above Average Vaccination Rate
28025,Voted Democrat and Below Average Vaccination Rate
28027,Voted Democrat and Above Average Vaccination Rate
28029,Voted Democrat and Above Average Vaccination Rate
28031,Voted Republican and Above Average Vaccination Rate
28033,Voted Republican and Above Average Vaccination Rate
28035,Voted Republican and Below Average Vaccination Rate
28037,Voted Republican and Below Average Vaccination Rate
28039,Voted Republican and Below Average Vaccination Rate
28041,Voted Republican and Below Average Vaccination Rate
28043,Voted Republican and Above Average Vaccination Rate
28045,Voted Republican and Below Average Vaccination Rate
28047,Voted Republican and Above Average Vaccination Rate
28049,Voted Democrat and Above Average Vaccination Rate
28051,Voted Democrat and Above Average Vaccination Rate
28053,Voted Democrat and Above Average Vaccination Rate
28055,Voted Democrat and Below Average Vaccination Rate
28057,Voted Republican and Below Average Vaccination Rate
28059,Voted Republican and Below Average Vaccination Rate
28061,Voted Democrat and Above Average Vaccination Rate
28063,Voted Democrat and Above Average Vaccination Rate
28065,Voted Democrat and Below Average Vaccination Rate
28067,Voted Republican and Below Average Vaccination Rate
28069,Voted Democrat and Below Average Vaccination Rate
28071,Voted Republican and Above Average Vaccination Rate
28073,Voted Republican and Above Average Vaccination Rate
28075,Voted Republican and Above Average Vaccination Rate
28077,Voted Republican and Above Average Vaccination Rate
28079,Voted Republican and Below Average Vaccination Rate
28081,Voted Republican and Below Average Vaccination Rate
28083,Voted Democrat and Above Average Vaccination Rate
28085,Voted Republican and Below Average Vaccination Rate
28087,Voted Republican and Above Average Vaccination Rate
28089,Voted Republican and Above Average Vaccination Rate
28091,Voted Republican and Below Average Vaccination Rate
28093,Voted Democrat and Above Average Vaccination Rate
28095,Voted Republican and Above Average Vaccination Rate
28097,Voted Republican and Above Average Vaccination Rate
28099,Voted Republican and Below Average Vaccination Rate
28101,Voted Republican and Above Average Vaccination Rate
28103,Voted Democrat and Above Average Vaccination Rate
28105,Voted Democrat and Below Average Vaccination Rate
28107,Voted Republican and Below Average Vaccination Rate
28109,Voted Republican and Below Average Vaccination Rate
28111,Voted Republican and Below Average Vaccination Rate
28113,Voted Democrat and Above Average Vaccination Rate
28115,Voted Republican and Below Average Vaccination Rate
28117,Voted Republican and Below Average Vaccination Rate
28119,Voted Democrat and Above Average Vaccination Rate
28121,Voted Republican and Above Average Vaccination Rate
28123,Voted Republican and Above Average Vaccination Rate
28125,Voted Democrat and Above Average Vaccination Rate
28127,Voted Republican and Below Average Vaccination Rate
28129,Voted Republican and Below Average Vaccination Rate
28131,Voted Republican and Below Average Vaccination Rate
28133,Voted Democrat and Above Average Vaccination Rate
28135,Voted Democrat and Below Average Vaccination Rate
28137,Voted Republican and Below Average Vaccination Rate
28139,Voted Republican and Below Average Vaccination Rate
28141,Voted Republican and Below Average Vaccination Rate
28143,Voted Democrat and Above Average Vaccination Rate
28145,Voted Republican and Below Average Vaccination Rate
28147,Voted Republican and Below Average Vaccination Rate
28149,Voted Democrat and Above Average Vaccination Rate
28151,Voted Democrat and Above Average Vaccination Rate
28153,Voted Republican and Below Average Vaccination Rate
28155,Voted Republican and Above Average Vaccination Rate
28157,Voted Democrat and Above Average Vaccination Rate
28159,Voted Republican and Below Average Vaccination Rate
28161,Voted Republican and Above Average Vaccination Rate
28163,Voted Democrat and Below Average Vaccination Rate
29001,Voted Republican and Below Average Vaccination Rate
29003,Voted Republican and Below Average Vaccination Rate
29005,Voted Republican and Above Average Vaccination Rate
29007,Voted Republican and Below Average Vaccination Rate
29009,Voted Republican and Below Average Vaccination Rate
29011,Voted Republican and Below Average Vaccination Rate
29013,Voted Republican and Below Average Vaccination Rate
29015,Voted Republican and Below Average Vaccination Rate
29017,Voted Republican and Below Average Vaccination Rate
29019,Voted Democrat and Above Average Vaccination Rate
29021,Voted Republican and Below Average Vaccination Rate
29023,Voted Republican and Below Average Vaccination Rate
29025,Voted Republican and Below Average Vaccination Rate
29027,Voted Republican and Below Average Vaccination Rate
29029,Voted Republican and Below Average Vaccination Rate
29031,Voted Republican and Below Average Vaccination Rate
29033,Voted Republican and Above Average Vaccination Rate
29035,Voted Republican and Below Average Vaccination Rate
29037,Voted Republican and Above Average Vaccination Rate
29039,Voted Republican and Below Average Vaccination Rate
29041,Voted Republican and Below Average Vaccination Rate
29043,Voted Republican and Below Average Vaccination Rate
29045,Voted Republican and Below Average Vaccination Rate
29047,Voted Republican and Above Average Vaccination Rate
29049,Voted Republican and Below Average Vaccination Rate
29051,Voted Republican and Above Average Vaccination Rate
29053,Voted Republican and Below Average Vaccination Rate
29055,Voted Republican and Below Average Vaccination Rate
29057,Voted Republican and Below Average Vaccination Rate
29059,Voted Republican and Below Average Vaccination Rate
29061,Voted Republican and Below Average Vaccination Rate
29063,Voted Republican and Below Average Vaccination Rate
29065,Voted Republican and Below Average Vaccination Rate
29067,Voted Republican and Below Average Vaccination Rate
29069,Voted Republican and Below Average Vaccination Rate
29071,Voted Republican and Above Average Vaccination Rate
29073,Voted Republican and Above Average Vaccination Rate
29075,Voted Republican and Below Average Vaccination Rate
29077,Voted Republican and Below Average Vaccination Rate
29079,Voted Republican and Below Average Vaccination Rate
29081,Voted Republican and Below Average Vaccination Rate
29083,Voted Republican and Below Average Vaccination Rate
29085,Voted Republican and Below Average Vaccination Rate
29087,Voted Republican and Below Average Vaccination Rate
29089,Voted Republican and Below Average Vaccination Rate
29091,Voted Republican and Below Average Vaccination Rate
29093,Voted Republican and Below Average Vaccination Rate
29095,Voted Democrat and Above Average Vaccination Rate
29097,Voted Republican and Below Average Vaccination Rate
29099,Voted Republican and Below Average Vaccination Rate
29101,Voted Republican and Below Average Vaccination Rate
29103,Voted Republican and Below Average Vaccination Rate
29105,Voted Republican and Below Average Vaccination Rate
29107,Voted Republican and Below Average Vaccination Rate
29109,Voted Republican and Below Average Vaccination Rate
29111,Voted Republican and Below Average Vaccination Rate
29113,Voted Republican and Below Average Vaccination Rate
29115,Voted Republican and Below Average Vaccination Rate
29117,Voted Republican and Below Average Vaccination Rate
29119,Voted Republican and Below Average Vaccination Rate
29121,Voted Republican and Below Average Vaccination Rate
29123,Voted Republican and Below Average Vaccination Rate
29125,Voted Republican and Below Average Vaccination Rate
29127,Voted Republican and Below Average Vaccination Rate
29129,Voted Republican and Below Average Vaccination Rate
29131,Voted Republican and Below Average Vaccination Rate
29133,Voted Republican and Below Average Vaccination Rate
29135,Voted Republican and Below Average Vaccination Rate
29137,Voted Republican and Below Average Vaccination Rate
29139,Voted Republican and Above Average Vaccination Rate
29141,Voted Republican and Below Average Vaccination Rate
29143,Voted Republican and Below Average Vaccination Rate
29145,Voted Republican and Below Average Vaccination Rate
29147,Voted Republican and Below Average Vaccination Rate
29149,Voted Republican and Below Average Vaccination Rate
29151,Voted Republican and Below Average Vaccination Rate
29153,Voted Republican and Below Average Vaccination Rate
29155,Voted Republican and Below Average Vaccination Rate
29157,Voted Republican and Below Average Vaccination Rate
29159,Voted Republican and Below Average Vaccination Rate
29161,Voted Republican and Below Average Vaccination Rate
29163,Voted Republican and Below Average Vaccination Rate
29165,Voted Republican and Above Average Vaccination Rate
29167,Voted Republican and Below Average Vaccination Rate
29169,Voted Republican and Above Average Vaccination Rate
29171,Voted Republican and Below Average Vaccination Rate
29173,Voted Republican and Below Average Vaccination Rate
29175,Voted Republican and Below Average Vaccination Rate
29177,Voted Republican and Below Average Vaccination Rate
29179,Voted Republican and Below Average Vaccination Rate
29181,Voted Republican and Below Average Vaccination Rate
29183,Voted Republican and Above Average Vaccination Rate
29185,Voted Republican and Below Average Vaccination Rate
29186,Voted Republican and Below Average Vaccination Rate
29187,Voted Republican and Below Average Vaccination Rate
29189,Voted Democrat and Above Average Vaccination Rate
29195,Voted Republican and Below Average Vaccination Rate
29197,Voted Republican and Below Average Vaccination Rate
29199,Voted Republican and Below Average Vaccination Rate
29201,Voted Republican and Below Average Vaccination Rate
29203,Voted Republican and Below Average Vaccination Rate
29205,Voted Republican and Below Average Vaccination Rate
29207,Voted Republican and Below Average Vaccination Rate
29209,Voted Republican and Below Average Vaccination Rate
29211,Voted Republican and Below Average Vaccination Rate
29213,Voted Republican and Below Average Vaccination Rate
29215,Voted Republican and Below Average Vaccination Rate
29217,Voted Republican and Below Average Vaccination Rate
29219,Voted Republican and Below Average Vaccination Rate
29221,Voted Republican and Below Average Vaccination Rate
29223,Voted Republican and Below Average Vaccination Rate
29225,Voted Republican and Below Average Vaccination Rate
29227,Voted Republican and Below Average Vaccination Rate
29229,Voted Republican and Below Average Vaccination Rate
29510,Voted Democrat and Above Average Vaccination Rate
30001,Voted Republican and Below Average Vaccination Rate
30003,Voted Democrat and Above Average Vaccination Rate
30005,Voted Democrat and Above Average Vaccination Rate
30007,Voted Republican and Below Average Vaccination Rate
30009,Voted Republican and Below Average Vaccination Rate
30011,Voted Republican and Below Average Vaccination Rate
30013,Voted Republican and Above Average Vaccination Rate
30015,Voted Republican and Below Average Vaccination Rate
30017,Voted Republican and Below Average Vaccination Rate
30019,Voted Republican and Below Average Vaccination Rate
30021,Voted Republican and Below Average Vaccination Rate
30023,Voted Democrat and Below Average Vaccination Rate
30025,Voted Republican and Below Average Vaccination Rate
30027,Voted Republican and Below Average Vaccination Rate
30029,Voted Republican and Below Average Vaccination Rate
30031,Voted Democrat and Above Average Vaccination Rate
30033,Voted Republican and Below Average Vaccination Rate
30035,Voted Democrat and Above Average Vaccination Rate
30037,Voted Republican and Below Average Vaccination Rate
30039,Voted Republican and Below Average Vaccination Rate
30041,Voted Republican and Above Average Vaccination Rate
30043,Voted Republican and Below Average Vaccination Rate
30045,Voted Republican and Below Average Vaccination Rate
30047,Voted Republican and Above Average Vaccination Rate
30049,Voted Republican and Above Average Vaccination Rate
30053,Voted Republican and Below Average Vaccination Rate
30055,Voted Republican and Below Average Vaccination Rate
30057,Voted Republican and Below Average Vaccination Rate
30059,Voted Republican and Below Average Vaccination Rate
30061,Voted Republican and Above Average Vaccination Rate
30063,Voted Democrat and Above Average Vaccination Rate
30065,Voted Republican and Below Average Vaccination Rate
30067,Voted Republican and Above Average Vaccination Rate
30069,Voted Republican and Below Average Vaccination Rate
30071,Voted Republican and Below Average Vaccination Rate
30073,Voted Republican and Above Average Vaccination Rate
30075,Voted Republican and Below Average Vaccination Rate
30077,Voted Republican and Below Average Vaccination Rate
30079,Voted Republican and Below Average Vaccination Rate
30081,Voted Republican and Below Average Vaccination Rate
30083,Voted Republican and Below Average Vaccination Rate
30085,Voted Republican and Above Average Vaccination Rate
30087,Voted Republican and Above Average Vaccination Rate
30089,Voted Republican and Below Average Vaccination Rate
30091,Voted Republican and Below Average Vaccination Rate
30093,Voted Democrat and Above Average Vaccination Rate
30095,Voted Republican and Below Average Vaccination Rate
30097,Voted Republican and Below Average Vaccination Rate
30099,Voted Republican and Below Average Vaccination Rate
30101,Voted Republican and Below Average Vaccination Rate
30103,Voted Republican and Below Average Vaccination Rate
30105,Voted Republican and Below Average Vaccination Rate
30107,Voted Republican and Below Average Vaccination Rate
30109,Voted Republican and Below Average Vaccination Rate
31025,Voted Republican and Above Average Vaccination Rate
31031,Voted Republican and Below Average Vaccination Rate
31055,Voted Democrat and Above Average Vaccination Rate
31057,Voted Republican and Below Average Vaccination Rate
31109,Voted Democrat and Above Average Vaccination Rate
31177,Voted Republican and Above Average Vaccination Rate
32001,Voted Republican and Below Average Vaccination Rate
32003,Voted Democrat and Above Average Vaccination Rate
32005,Voted Republican and Below Average Vaccination Rate
32007,Voted Republican and Below Average Vaccination Rate
32009,Voted Republican and Below Average Vaccination Rate
32011,Voted Republican and Below Average Vaccination Rate
32013,Voted Republican and Below Average Vaccination Rate
32015,Voted Republican and Below Average Vaccination Rate
32017,Voted Republican and Below Average Vaccination Rate
32019,Voted Republican and Below Average Vaccination Rate
32021,Voted Republican and Above Average Vaccination Rate
32023,Voted Republican and Below Average Vaccination Rate
32027,Voted Republican and Below Average Vaccination Rate
32029,Voted Republican and Below Average Vaccination Rate
32031,Voted Democrat and Above Average Vaccination Rate
32033,Voted Republican and Above Average Vaccination Rate
32510,Voted Republican and Above Average Vaccination Rate
33001,Voted Republican and Above Average Vaccination Rate
33003,Voted Democrat and Above Average Vaccination Rate
33005,Voted Democrat and Above Average Vaccination Rate
33007,Voted Republican and Above Average Vaccination Rate
33009,Voted Democrat and Above Average Vaccination Rate
33011,Voted Democrat and Above Average Vaccination Rate
33013,Voted Democrat and Above Average Vaccination Rate
33015,Voted Democrat and Above Average Vaccination Rate
33017,Voted Democrat and Above Average Vaccination Rate
33019,Voted Democrat and Above Average Vaccination Rate
34001,Voted Democrat and Above Average Vaccination Rate
34003,Voted Democrat and Above Average Vaccination Rate
34005,Voted Democrat and Above Average Vaccination Rate
34007,Voted Democrat and Above Average Vaccination Rate
34009,Voted Republican and Above Average Vaccination Rate
34011,Voted Democrat and Above Average Vaccination Rate
34013,Voted Democrat and Above Average Vaccination Rate
34015,Voted Democrat and Above Average Vaccination Rate
34017,Voted Democrat and Above Average Vaccination Rate
34019,Voted Republican and Above Average Vaccination Rate
34021,Voted Democrat and Above Average Vaccination Rate
34023,Voted Democrat and Above Average Vaccination Rate
34025,Voted Republican and Above Average Vaccination Rate
34027,Voted Democrat and Above Average Vaccination Rate
34029,Voted Republican and Above Average Vaccination Rate
34031,Voted Democrat and Above Average Vaccination Rate
34033,Voted Republican and Above Average Vaccination Rate
34035,Voted Democrat and Above Average Vaccination Rate
34037,Voted Republican and Above Average Vaccination Rate
34039,Voted Democrat and Above Average Vaccination Rate
34041,Voted Republican and Above Average Vaccination Rate
35031,Voted Democrat and Above Average Vaccination Rate
36001,Voted Democrat and Above Average Vaccination Rate
36003,Voted Republican and Below Average Vaccination Rate
36005,Voted Democrat and Above Average Vaccination Rate
36007,Voted Democrat and Above Average Vaccination Rate
36009,Voted Republican and Above Average Vaccination Rate
36011,Voted Republican and Above Average Vaccination Rate
36013,Voted Republican and Above Average Vaccination Rate
36015,Voted Republican and Above Average Vaccination Rate
36017,Voted Republican and Above Average Vaccination Rate
36019,Voted Democrat and Above Average Vaccination Rate
36021,Voted Democrat and Above Average Vaccination Rate
36023,Voted Republican and Above Average Vaccination Rate
36025,Voted Republican and Above Average Vaccination Rate
36027,Voted Democrat and Above Average Vaccination Rate
36029,Voted Democrat and Above Average Vaccination Rate
36031,Voted Democrat and Above Average Vaccination Rate
36033,Voted Republican and Above Average Vaccination Rate
36035,Voted Republican and Above Average Vaccination Rate
36037,Voted Republican and Above Average Vaccination Rate
36039,Voted Republican and Above Average Vaccination Rate
36041,Voted Republican and Above Average Vaccination Rate
36043,Voted Republican and Above Average Vaccination Rate
36045,Voted Republican and Above Average Vaccination Rate
36047,Voted Democrat and Above Average Vaccination Rate
36049,Voted Republican and Below Average Vaccination Rate
36051,Voted Republican and Above Average Vaccination Rate
36053,Voted Republican and Above Average Vaccination Rate
36055,Voted Democrat and Above Average Vaccination Rate
36057,Voted Republican and Above Average Vaccination Rate
36059,Voted Democrat and Above Average Vaccination Rate
36061,Voted Democrat and Above Average Vaccination Rate
36063,Voted Republican and Above Average Vaccination Rate
36065,Voted Republican and Above Average Vaccination Rate
36067,Voted Democrat and Above Average Vaccination Rate
36069,Voted Republican and Above Average Vaccination Rate
36071,Voted Republican and Above Average Vaccination Rate
36073,Voted Republican and Above Average Vaccination Rate
36075,Voted Republican and Above Average Vaccination Rate
36077,Voted Republican and Above Average Vaccination Rate
36079,Voted Republican and Above Average Vaccination Rate
36081,Voted Democrat and Above Average Vaccination Rate
36083,Voted Democrat and Above Average Vaccination Rate
36085,Voted Republican and Above Average Vaccination Rate
36087,Voted Democrat and Above Average Vaccination Rate
36089,Voted Republican and Above Average Vaccination Rate
36091,Voted Democrat and Above Average Vaccination Rate
36093,Voted Democrat and Above Average Vaccination Rate
36095,Voted Republican and Above Average Vaccination Rate
36097,Voted Republican and Above Average Vaccination Rate
36099,Voted Republican and Above Average Vaccination Rate
36101,Voted Republican and Above Average Vaccination Rate
36103,Voted Republican and Above Average Vaccination Rate
36105,Voted Republican and Above Average Vaccination Rate
36107,Voted Republican and Above Average Vaccination Rate
36109,Voted Democrat and Above Average Vaccination Rate
36111,Voted Democrat and Above Average Vaccination Rate
36113,Voted Republican and Above Average Vaccination Rate
36115,Voted Republican and Above Average Vaccination Rate
36117,Voted Republican and Above Average Vaccination Rate
36119,Voted Democrat and Above Average Vaccination Rate
36121,Voted Republican and Below Average Vaccination Rate
36123,Voted Republican and Above Average Vaccination Rate
37001,Voted Republican and Above Average Vaccination Rate
37003,Voted Republican and Below Average Vaccination Rate
37005,Voted Republican and Above Average Vaccination Rate
37007,Voted Democrat and Below Average Vaccination Rate
37009,Voted Republican and Above Average Vaccination Rate
37011,Voted Republican and Above Average Vaccination Rate
37013,Voted Republican and Above Average Vaccination Rate
37015,Voted Democrat and Above Average Vaccination Rate
37017,Voted Republican and Below Average Vaccination Rate
37019,Voted Republican and Above Average Vaccination Rate
37021,Voted Democrat and Above Average Vaccination Rate
37023,Voted Republican and Below Average Vaccination Rate
37025,Voted Republican and Above Average Vaccination Rate
37027,Voted Republican and Below Average Vaccination Rate
37029,Voted Republican and Below Average Vaccination Rate
37031,Voted Republican and Below Average Vaccination Rate
37033,Voted Republican and Above Average Vaccination Rate
37035,Voted Republican and Above Average Vaccination Rate
37037,Voted Democrat and Above Average Vaccination Rate
37039,Voted Republican and Above Average Vaccination Rate
37041,Voted Republican and Above Average Vaccination Rate
37043,Voted Republican and Below Average Vaccination Rate
37045,Voted Republican and Above Average Vaccination Rate
37047,Voted Republican and Below Average Vaccination Rate
37049,Voted Republican and Above Average Vaccination Rate
37051,Voted Democrat and Above Average Vaccination Rate
37053,Voted Republican and Above Average Vaccination Rate
37055,Voted Republican and Above Average Vaccination Rate
37057,Voted Republican and Below Average Vaccination Rate
37059,Voted Republican and Above Average Vaccination Rate
37061,Voted Republican and Below Average Vaccination Rate
37063,Voted Democrat and Above Average Vaccination Rate
37065,Voted Democrat and Below Average Vaccination Rate
37067,Voted Democrat and Above Average Vaccination Rate
37069,Voted Republican and Above Average Vaccination Rate
37071,Voted Republican and Above Average Vaccination Rate
37073,Voted Republican and Above Average Vaccination Rate
37075,Voted Republican and Above Average Vaccination Rate
37077,Voted Republican and Above Average Vaccination Rate
37079,Voted Republican and Below Average Vaccination Rate
37081,Voted Democrat and Above Average Vaccination Rate
37083,Voted Democrat and Above Average Vaccination Rate
37085,Voted Republican and Below Average Vaccination Rate
37087,Voted Republican and Above Average Vaccination Rate
37089,Voted Republican and Above Average Vaccination Rate
37091,Voted Democrat and Below Average Vaccination Rate
37093,Voted Democrat and Below Average Vaccination Rate
37095,Voted Republican and Above Average Vaccination Rate
37097,Voted Republican and Above Average Vaccination Rate
37099,Voted Republican and Above Average Vaccination Rate
37101,Voted Republican and Above Average Vaccination Rate
37103,Voted Republican and Below Average Vaccination Rate
37105,Voted Republican and Above Average Vaccination Rate
37107,Voted Republican and Above Average Vaccination Rate
37109,Voted Republican and Above Average Vaccination Rate
37111,Voted Republican and Below Average Vaccination Rate
37113,Voted Republican and Below Average Vaccination Rate
37115,Voted Republican and Below Average Vaccination Rate
37117,Voted Republican and Above Average Vaccination Rate
37119,Voted Democrat and Above Average Vaccination Rate
37121,Voted Republican and Above Average Vaccination Rate
37123,Voted Republican and Below Average Vaccination Rate
37125,Voted Republican and Above Average Vaccination Rate
37127,Voted Democrat and Above Average Vaccination Rate
37129,Voted Democrat and Above Average Vaccination Rate
37131,Voted Democrat and Below Average Vaccination Rate
37133,Voted Republican and Above Average Vaccination Rate
37135,Voted Democrat and Above Average Vaccination Rate
37137,Voted Republican and Above Average Vaccination Rate
37139,Voted Democrat and Above Average Vaccination Rate
37141,Voted Republican and Above Average Vaccination Rate
37143,Voted Republican and Below Average Vaccination Rate
37145,Voted Republican and Above Average Vaccination Rate
37147,Voted Democrat and Above Average Vaccination Rate
37149,Voted Republican and Below Average Vaccination Rate
37151,Voted Republican and Below Average Vaccination Rate
37153,Voted Republican and Above Average Vaccination Rate
37155,Voted Republican and Below Average Vaccination Rate
37157,Voted Republican and Above Average Vaccination Rate
37159,Voted Republican and Below Average Vaccination Rate
37161,Voted Republican and Below Average Vaccination Rate
37163,Voted Republican and Above Average Vaccination Rate
37165,Voted Republican and Below Average Vaccination Rate
37167,Voted Republican and Below Average Vaccination Rate
37169,Voted Republican and Below Average Vaccination Rate
37171,Voted Republican and Above Average Vaccination Rate
37173,Voted Republican and Above Average Vaccination Rate
37175,Voted Republican and Above Average Vaccination Rate
37177,Voted Republican and Below Average Vaccination Rate
37179,Voted Republican and Above Average Vaccination Rate
37181,Voted Democrat and Above Average Vaccination Rate
37183,Voted Democrat and Above Average Vaccination Rate
37185,Voted Democrat and Below Average Vaccination Rate
37187,Voted Democrat and Above Average Vaccination Rate
37189,Voted Democrat and Above Average Vaccination Rate
37191,Voted Republican and Above Average Vaccination Rate
37193,Voted Republican and Above Average Vaccination Rate
37195,Voted Democrat and Above Average Vaccination Rate
37197,Voted Republican and Above Average Vaccination Rate
37199,Voted Republican and Above Average Vaccination Rate
38001,Voted Republican and Above Average Vaccination Rate
